0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
0.286069,0.306718,0.102242,0.121316,-0.0856125,0.694094,0.704405
